remark;"CSV-Import-Export"
remark;"Date = Fri Jul 29 11:57:42 2022"
remark;"Version = RSLogix 5000 v31.02"
remark;"Owner = enviro"
remark;"Company = "
0.3
TYPE;SCOPE;NAME;DESCRIPTION;DATATYPE;SPECIFIER;ATTRIBUTES
TAG;;PIT_637;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_637_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_951_FB103;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_951_FB103_Raw;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_951_HLIM;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_951_LLIM;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PSH_310A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PSH_310B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PSMCM;"";"PSMCM";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A1;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A_FAULT_TIMEOUT;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A_FIRST_OUT;"";"DINT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A_FO_FLAG;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100A_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100B;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100B_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100B_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100B_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100B_FIRST_OUT;"";"DINT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100B_FO_FLAG;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100B_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100C;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100C1;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100C_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100C_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100C_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100C_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100C_FIRST_OUT;"";"DINT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100C_FO_FLAG;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100C_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100D;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100D_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100D_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100D_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100D_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100D_FIRST_OUT;"";"DINT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100D_FO_FLAG;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0100D_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_CM_AL;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_CM_ALL;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_CM_LSD;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_CM_SP;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_CM_SP_AL;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_CM_SP_ALL;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_CM_TMR;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_FIRST_OUT;"";"DINT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_FO_FLAG;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_In_Velocidad;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_Sts_Descarga;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101A_Sts_Succion;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101B;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101B_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101B_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101B_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101B_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101B_FIRST_OUT;"";"DINT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101B_FO_FLAG;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101B_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101B_In_Velocidad;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101C;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101C_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101C_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101C_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101C_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101C_FIRST_OUT;"";"DINT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101C_FO_FLAG;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101C_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101C_In_Velocidad;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101D;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101D_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101D_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101D_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101D_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101D_FIRST_OUT;"";"DINT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101D_FO_FLAG;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101D_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101D_In_Velocidad;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101E;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101E_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101E_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101E_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101E_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101E_FIRST_OUT;"";"DINT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101E_FO_FLAG;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101E_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0101E_In_Velocidad;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0200;"";"UDT_Bomba";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0201;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0201_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0201_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0201_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0201_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0201_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0201_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300A;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300A_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300A_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300A_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300A_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300A_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300A_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300B;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300B_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300B_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300B_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300B_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300B_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300B_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0300_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310A;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310A_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310A_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310A_Auto;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310A_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310A_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310A_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310A_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310B;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310B_Auto;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_0310B_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_100C_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_100C_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_100D_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_100D_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_101D_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_101D_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_101E_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_101E_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12A;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12A_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12A_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12A_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12A_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12A_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_12_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13A;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13A_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13A_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13A_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13A_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13A_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13A_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13A_Out_Velocidad;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_13_Out_Velocidad;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14A;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14A_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14A_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14A_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14A_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14A_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_14_Velocidad_Out;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15;"";"F_MOTOR";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15_Alm_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15_Enc_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15_Enc_L;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_15_Out_Velocidad;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_310A_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_310A_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_310A_SBP_Time_Sec;"";"DINT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_310B_In_Velocidad;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_310B_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P_310B_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P_310B_SBP_Time_Sec;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;Reset_HMI;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SC_310A;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;SC_310B;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_004;"";"F_SDV";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_004_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_004_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_004_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_004_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_004_Sts_Abierta;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_004_Sts_Cerrada;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_004_Sts_Falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_050;"";"F_SDV";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_050_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_050_Enc_on;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_050_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_050_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_050_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_050_RST_Aux;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_050_Sts_Abierta;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_050_Sts_Cerrada;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_050_Sts_Falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053;"";"F_SDV";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B;"";"F_SDV";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B1;"";"F_SDV";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B1_Enc_on;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B1_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B1_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B1_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B1_RST_Aux;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B1_Sts_Abierta;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B1_Sts_Cerrada;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B1_Sts_Falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B2;"";"F_SDV";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B_Enc_on;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B_falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
